"","home_team","game_id","Stadium","week","away_team","weekday","pts_win","pts_loss","yds_win","turnovers_win","yds_loss","turnovers_loss","home_team_city","away_team_city","total_attendance","home_attendance","away_attendance","weekly_attendance","wins","loss","points_for","points_against","points_differential","margin_of_victory","strength_of_schedule","simple_rating","offensive_ranking","defensive_ranking","playoffs","superbowl_winner","Capacity","Turf","Temperature","EstimatedCondition"
"3588",13,3538,22,6,31,4,38,13,216,0,420,4,13,29,1103683,573271,530412,71104,2,14,276,428,-152,-9.5,1.9,-7.6,-5,-2.6,1,1,71795,3,75.2,1
"3589",32,2582,25,14,24,4,26,3,310,1,124,3,30,22,1093669,525194,568475,62731,3,13,244,400,-156,-9.8,4.1,-5.6,-4.6,-1.1,1,1,65890,3,75.2,1
"3590",6,1881,27,2,16,4,20,10,239,3,281,2,6,16,1041602,497267,544335,62095,7,9,334,348,-14,-0.9,2.1,1.2,-0.2,1.4,1,1,61500,3,75.2,1
"3591",22,1923,28,5,5,4,16,13,243,1,341,2,21,5,1093544,560036,533508,70001,7,9,379,388,-9,-0.6,-2,-2.5,1.9,-4.5,1,1,74295,2,75.2,1
"3592",22,3662,28,14,5,4,31,13,373,0,239,0,21,5,1123230,583210,540020,73089,11,5,414,304,110,6.9,1.9,8.8,3.8,5,2,1,74295,2,75.2,1
"3593",15,1657,30,5,24,4,41,0,312,0,177,4,15,22,1104052,534866,569186,66604,8,8,371,274,97,6.1,1.4,7.5,2.6,4.9,1,1,67264,3,75.2,1
"3594",15,3090,30,12,13,4,20,13,215,1,255,1,15,13,1049655,498655,551000,62004,5,11,243,329,-86,-5.4,-0.3,-5.6,-7.1,1.4,1,1,67264,3,75.2,1
"3595",34,4815,8,2,14,4,21,9,281,2,334,1,32,14,1043167,488227,554940,57013,7,9,281,359,-78,-4.9,-0.1,-4.9,-5.6,0.6,1,1,79000,3,75.56,1
"3596",22,3097,28,12,23,2,49,24,577,0,465,2,21,22,1105934,584335,521599,73068,13,3,547,339,208,13,-1.6,11.4,10.6,0.8,2,1,74295,2,75.56,1
"3597",10,4373,7,8,28,4,27,19,324,3,369,3,10,26,1133943,614193,519750,76756,9,7,333,297,36,2.3,1.8,4,-2,6.1,1,1,76125,3,75.74,1
"3598",13,5176,22,8,25,4,27,24,388,0,378,0,13,23,1075836,574345,501491,71893,10,6,378,385,-7,-0.4,1,0.5,1,-0.5,2,1,71795,3,75.74,1
"3599",27,3457,1,1,33,4,16,9,229,0,194,2,25,31,1025772,458489,567283,61585,8,8,379,370,9,0.6,-2.5,-2,-0.9,-1,1,1,68400,3,75.92,1
"3600",27,4544,1,2,20,4,26,9,335,0,237,1,25,19,1035491,499768,535723,65971,13,3,406,308,98,6.1,-1.1,5,3.2,1.8,2,1,68400,3,75.92,1
"3601",27,4625,1,7,7,4,29,14,420,0,179,2,25,7,1035491,499768,535723,65363,13,3,406,308,98,6.1,-1.1,5,3.2,1.8,2,1,68400,3,75.92,1
"3602",27,4811,1,2,16,4,42,37,449,1,475,0,25,16,1040509,507651,532858,63956,9,6,428,360,68,4.3,1.3,5.6,3.9,1.7,1,1,68400,3,75.92,1
"3603",16,787,3,1,28,4,27,14,390,2,232,2,16,26,1163872,627840,536032,78048,13,3,484,332,152,9.5,-1.2,8.3,9.2,-0.9,2,1,76416,3,75.92,1
"3604",9,1399,4,6,23,4,16,13,385,4,270,4,9,22,1081038,505258,575780,62278,9,7,325,308,17,1.1,2.1,3.2,-0.1,3.2,1,1,80000,2,75.92,1
"3605",9,2151,4,2,26,2,41,37,380,2,337,1,9,24,1076887,506944,569943,63472,9,7,362,365,-3,-0.2,0.8,0.6,1.7,-1.2,1,1,80000,2,75.92,1
"3606",5,107,5,8,29,4,34,16,390,0,411,2,5,27,1095192,583489,511703,73169,7,9,310,310,0,0,-1.1,-1.1,-3.6,2.5,1,1,74867,3,75.92,1
"3607",5,1638,5,4,22,4,21,18,324,0,407,1,5,21,1147260,588537,558723,73392,8,8,270,305,-35,-2.2,-0.5,-2.7,-4.2,1.5,1,1,74867,3,75.92,1
"3608",10,312,7,4,16,4,20,6,300,1,297,4,10,16,1115203,600283,514920,75037,8,8,340,339,1,0.1,-0.5,-0.5,0.5,-1,1,1,76125,3,75.92,1
"3609",34,786,8,1,24,5,16,13,327,2,158,0,32,22,1194366,643997,550369,85420,5,11,287,372,-85,-5.3,-0.4,-5.7,-1.9,-3.8,1,1,79000,3,75.92,1
"3610",11,793,9,1,1,4,42,24,261,0,434,3,11,1,1045766,490442,555324,60691,5,11,270,379,-109,-6.8,1,-5.8,-4.3,-1.6,1,1,65000,2,75.92,1
"3611",21,2124,10,1,16,4,17,10,338,2,284,1,20,16,1100148,550048,550100,68756,11,5,410,309,101,6.3,-2.4,3.9,2.3,1.6,1,1,65878,1,75.92,1
"3612",19,423,11,12,10,4,21,10,218,1,273,2,18,10,1119236,587756,531480,73938,11,5,344,290,54,3.4,-0.7,2.7,-0.3,3.1,2,1,65326,3,75.92,1
"3613",19,2834,11,13,8,4,13,10,252,0,281,3,18,8,1077049,541959,535090,65942,7,9,273,333,-60,-3.8,4.1,0.3,-2.8,3.1,1,1,65326,3,75.92,1
"3614",19,4450,11,14,1,4,26,23,314,3,300,4,18,1,1073132,524101,549031,65750,10,6,363,380,-17,-1.1,-1.3,-2.4,-0.6,-1.8,2,1,65326,3,75.92,1
"3615",12,1603,13,2,22,4,34,27,380,3,385,2,12,21,1104825,565749,539076,70602,8,8,301,366,-65,-4.1,-0.4,-4.4,-2.3,-2.1,1,1,81441,3,75.92,1
"3616",12,2401,13,1,6,4,21,15,226,0,352,4,12,6,1067183,565666,501517,70920,11,5,461,297,164,10.3,-2.9,7.4,6.3,1.1,2,1,81441,3,75.92,1
"3617",29,4320,14,5,1,5,33,21,288,0,286,3,27,1,1119165,561424,557741,70178,2,14,309,480,-171,-10.7,-0.5,-11.2,-3.7,-7.5,1,1,68500,3,75.92,1
"3618",26,1890,15,3,11,4,56,21,536,2,432,3,24,11,1127787,545357,582430,67570,8,8,336,300,36,2.3,3,5.3,0.1,5.1,1,1,67594,3,75.92,1
"3619",26,1952,15,7,6,4,19,16,386,0,334,0,24,6,1127787,545357,582430,67806,8,8,336,300,36,2.3,3,5.3,0.1,5.1,1,1,67594,3,75.92,1
"3620",26,3727,15,1,15,4,34,17,420,3,306,1,24,15,1153703,556768,596935,69596,10,6,474,400,74,4.6,-0.7,3.9,6.6,-2.7,1,1,67594,3,75.92,1
"3621",14,2685,16,2,23,4,38,14,410,1,257,3,14,22,1093781,535802,557979,67275,10,6,435,388,47,2.9,-0.1,2.9,3.7,-0.9,2,1,67000,1,75.92,1
"3622",14,4269,16,1,11,4,39,35,448,0,450,0,14,11,1100210,524393,575817,65566,8,8,411,392,19,1.2,-0.8,0.4,3.1,-2.7,1,1,67000,1,75.92,1
"3623",30,2400,17,1,31,4,28,0,446,3,247,1,28,29,1070287,539141,531146,67610,5,11,280,390,-110,-6.9,-2.4,-9.3,-5,-4.4,1,1,68740,2,75.92,1
"3624",3,46,18,4,7,4,37,0,391,1,94,4,3,7,1062373,551695,510678,68481,12,4,333,165,168,10.5,-2.5,8,0,8,2,2,71008,1,75.92,1
"3625",3,2130,18,1,7,4,17,10,358,2,154,2,3,7,1115465,570152,545313,70978,11,5,385,244,141,8.8,1,9.8,4.2,5.6,2,1,71008,1,75.92,1
"3626",2,3480,19,2,31,4,31,24,393,0,421,1,2,29,1080805,561795,519010,70056,4,12,353,443,-90,-5.6,2.9,-2.8,1.2,-3.9,1,1,71000,1,75.92,1
"3627",2,4004,19,1,26,2,26,24,395,2,399,2,2,24,1134671,562845,571826,70516,8,8,339,345,-6,-0.4,-3.4,-3.8,-4,0.3,1,1,71000,1,75.92,1
"3628",2,4847,19,4,7,4,37,36,407,1,495,0,2,7,1119143,583184,535959,71985,7,9,414,423,-9,-0.6,0.4,-0.1,2.5,-2.6,1,1,71000,1,75.92,1
"3629",24,1832,20,17,25,4,23,3,266,0,209,3,22,23,1175356,618575,556781,78039,10,6,316,295,21,1.3,0.7,2,0.4,1.7,2,1,82500,2,75.92,1
"3630",23,4595,20,5,17,4,27,22,382,1,335,2,22,17,1183037,617434,565603,77373,3,13,246,388,-142,-8.9,1.3,-7.6,-6.4,-1.2,1,1,82500,2,75.92,1
"3631",33,1088,21,3,15,4,15,12,253,0,249,1,31,15,1051732,551210,500522,68932,5,11,344,439,-95,-5.9,1.5,-4.4,0.3,-4.6,1,1,69143,3,75.92,1
"3632",33,2129,21,1,15,4,17,10,309,2,189,3,31,15,1088061,553144,534917,69143,13,3,375,234,141,8.8,0.1,8.9,1.5,7.5,2,1,69143,3,75.92,1
"3633",33,2152,21,3,13,4,31,12,343,2,317,3,31,13,1088061,553144,534917,69143,13,3,375,234,141,8.8,0.1,8.9,1.5,7.5,2,1,69143,3,75.92,1
"3634",33,2410,21,2,13,4,34,31,420,0,449,2,31,13,1086095,553144,532951,69143,8,8,354,402,-48,-3,0.2,-2.8,0.9,-3.6,1,1,69143,3,75.92,1
"3635",33,2662,21,1,25,4,38,13,345,1,286,2,31,23,1114265,553144,561121,69143,6,10,356,339,17,1.1,0,1,-0.9,1.9,1,1,69143,3,75.92,1
"3636",33,2747,21,7,26,4,37,19,328,3,326,4,31,24,1114265,553144,561121,69143,6,10,356,339,17,1.1,0,1,-0.9,1.9,1,1,69143,3,75.92,1
"3637",33,4262,21,1,20,4,25,16,301,0,316,3,31,19,1016507,517273,499234,63816,9,7,381,378,3,0.2,-1.2,-1,0.7,-1.7,1,1,69143,3,75.92,1
"3638",13,1624,22,3,34,4,31,15,495,1,261,2,13,32,1086443,561469,524974,70069,6,10,267,366,-99,-6.2,1.7,-4.5,-3.2,-1.3,1,1,71795,3,75.92,1
"3639",13,2217,22,7,11,4,28,21,404,1,326,0,13,11,1075618,563364,512254,70081,8,8,366,394,-28,-1.8,1.4,-0.4,2.8,-3.2,1,1,71795,3,75.92,1
"3640",7,66,23,5,19,4,31,16,302,2,350,1,7,18,967434,469992,497442,61535,4,12,185,359,-174,-10.9,0.4,-10.5,-8.1,-2.4,1,1,65515,1,75.92,1
"3641",7,1644,23,4,21,4,38,13,424,1,279,2,7,20,1081250,527870,553380,66035,8,8,373,331,42,2.6,1.5,4.1,4,0,1,1,65515,1,75.92,1
"3642",7,4297,23,3,10,4,29,17,355,1,332,2,7,10,1088770,508071,580699,63850,6,9,325,315,10,0.6,0.4,1,-1.5,2.5,1,1,65515,1,75.92,1
"3643",7,5129,23,5,1,4,26,23,514,0,370,0,7,1,907640,377432,530208,46012,2,14,279,420,-141,-8.8,1.5,-7.3,-4.4,-2.9,1,1,65515,1,75.92,1
"3644",28,2416,24,2,3,4,31,26,311,1,474,2,26,3,1116821,540345,576476,66882,13,3,454,320,134,8.4,-1.7,6.6,6.4,0.2,2,1,70561,2,75.92,1
"3645",28,2983,24,4,19,4,26,16,411,0,248,2,26,18,1064892,523143,541749,63002,8,8,406,377,29,1.8,-0.9,0.9,2.7,-1.8,1,1,70561,2,75.92,1
"3646",28,4091,24,7,25,4,37,29,412,0,417,2,26,23,1056457,534180,522277,67542,4,12,320,398,-78,-4.9,2.2,-2.6,-1.5,-1.1,1,1,70561,2,75.92,1
"3647",32,101,25,8,11,5,28,14,277,0,258,4,30,11,1080729,524775,555954,65557,10,6,388,269,119,7.4,-0.1,7.3,3.4,3.9,2,1,65890,3,75.92,1
"3648",32,1169,25,9,16,4,34,31,418,0,459,3,30,16,1046074,522720,523354,65495,5,11,301,304,-3,-0.2,-2.5,-2.7,-4,1.3,1,1,65890,3,75.92,1
"3649",32,1486,25,12,6,4,13,10,239,1,275,1,30,6,1044836,521741,523095,65506,11,5,300,274,26,1.6,-2.6,-1,-2.8,1.8,2,1,65890,3,75.92,1
"3650",32,3057,25,10,13,4,37,9,420,0,231,4,30,13,1019250,473281,545969,56037,4,12,287,494,-207,-12.9,2.3,-10.6,-4,-6.6,1,1,65890,3,75.92,1
"3651",32,3956,25,16,12,4,20,3,431,1,109,1,30,12,1023818,477273,546545,64247,2,14,277,410,-133,-8.3,-1.5,-9.8,-6.5,-3.3,1,1,65890,3,75.92,1
"3652",32,4128,25,10,9,4,10,6,330,2,216,1,30,9,1041376,492460,548916,64113,6,10,342,417,-75,-4.7,-3,-7.7,-3.5,-4.2,1,1,65890,3,75.92,1
"3653",6,3725,27,1,4,4,23,20,360,1,427,3,6,4,1050366,493449,556917,62425,5,11,319,442,-123,-7.7,1,-6.7,-2,-4.7,1,1,61500,3,75.92,1
"3654",22,2597,28,15,9,3,24,17,439,0,336,3,21,9,1116009,560840,555169,70213,13,3,510,341,169,10.6,0.2,10.8,11.2,-0.5,2,2,74295,2,75.92,1
"3655",31,544,29,2,23,4,26,21,394,1,352,4,29,22,1073461,528498,544963,65932,7,9,316,369,-53,-3.3,0,-3.3,-1.6,-1.8,1,1,67277,2,75.92,1
"3656",15,2193,30,5,27,4,26,21,415,1,213,0,15,25,1052873,521338,531535,65908,5,11,302,367,-65,-4.1,1.6,-2.5,-2.1,-0.4,1,1,67264,3,75.92,1
"3657",15,3551,30,7,28,4,24,6,434,0,353,1,15,26,1028219,503140,525079,59550,4,12,247,449,-202,-12.6,1.5,-11.1,-7.1,-4,1,1,67264,3,75.92,1
"3658",15,3818,30,7,8,4,24,6,336,3,266,3,15,8,1066627,524335,542292,61341,3,13,249,412,-163,-10.2,-0.3,-10.5,-7.8,-2.7,1,1,67264,3,75.92,1
"3659",15,4438,30,13,10,4,20,10,206,0,333,3,15,10,1031602,517172,514430,63075,3,13,318,400,-82,-5.1,0.2,-5,-2.7,-2.3,1,1,67264,3,75.92,1
"3660",15,5308,30,17,14,4,38,20,353,1,275,2,15,14,1014675,504686,509989,58472,6,10,300,397,-97,-6.1,-0.6,-6.7,-4.6,-2.1,1,1,67264,3,75.92,1
"3661",1,658,31,10,30,4,27,6,406,0,337,5,1,28,898877,327272,571605,29252,5,11,262,417,-155,-9.7,-0.2,-9.9,-5.4,-4.5,1,1,63400,3,75.92,1
"3662",6,1339,27,2,11,4,38,6,336,0,234,5,6,11,1015156,496965,518191,62019,11,5,260,202,58,3.6,-2.2,1.4,-5.2,6.6,2,1,61500,3,76,1
"3663",22,1282,28,16,2,4,26,13,369,2,267,3,21,2,985096,513178,471918,64900,8,8,348,405,-57,-3.6,-2,-5.6,-1.2,-4.3,1,1,74295,2,76,1
"3664",1,2856,31,14,10,4,43,13,357,1,288,6,1,10,1022730,502197,520533,62223,5,11,289,434,-145,-9.1,-3.6,-12.7,-5.6,-7.1,1,1,63400,3,76.1,1
"3665",10,5118,7,4,15,4,26,24,455,0,371,1,10,15,1104191,607497,496694,76219,7,9,282,316,-34,-2.1,0,-2.1,-4.8,2.7,1,1,76125,3,76.82,1
"3666",25,815,2,2,7,4,23,20,237,0,416,2,23,7,975793,440063,535730,50135,4,12,270,379,-109,-6.8,1.3,-5.5,-4.2,-1.3,1,1,65000,3,77,1
"3667",25,4285,2,2,2,4,35,28,528,1,454,0,23,2,1009172,458561,550611,54081,12,4,416,385,31,1.9,1.3,3.3,3.5,-0.3,2,1,65000,3,77,1
"3668",9,1160,4,8,11,4,31,21,357,3,284,1,9,11,1086004,510892,575112,63616,6,10,293,405,-112,-7,-0.8,-7.8,-3,-4.8,1,1,80000,2,77,1
"3669",9,1748,4,12,32,5,38,10,435,0,211,2,9,30,1089509,506308,583201,63183,9,7,425,350,75,4.7,-1,3.7,5,-1.3,2,1,80000,2,77,1
"3670",9,1867,4,1,23,4,45,35,478,2,438,1,9,22,1087748,508278,579470,63031,13,3,455,325,130,8.1,1.3,9.5,7.8,1.7,2,1,80000,2,77,1
"3671",9,2009,4,11,34,4,28,23,362,1,423,2,9,32,1087748,508278,579470,63706,13,3,455,325,130,8.1,1.3,9.5,7.8,1.7,2,1,80000,2,77,1
"3672",9,4303,4,3,6,4,31,17,447,1,390,2,9,6,1322087,740318,581769,90554,13,3,421,306,115,7.2,-0.2,7,4.1,2.9,2,1,80000,2,77,1
"3673",5,3838,5,8,30,4,13,9,310,2,266,2,5,28,1123313,588861,534452,74042,7,8,339,374,-35,-2.2,-0.9,-3.1,-2.4,-0.7,2,1,74867,3,77,1
"3674",5,4855,5,5,23,4,33,31,350,2,432,3,5,22,1102756,590182,512574,74221,7,9,376,382,-6,-0.4,1.3,0.9,0.1,0.8,1,1,74867,3,77,1
"3675",10,1365,7,3,16,2,30,10,358,0,285,1,10,16,1167388,608790,558598,76381,13,3,395,258,137,8.6,2.2,10.8,5,5.8,2,1,76125,3,77,1
"3676",34,550,8,2,26,2,37,7,451,0,179,3,32,24,1182596,643950,538646,84982,7,9,307,365,-58,-3.6,-0.8,-4.5,-2.2,-2.2,1,1,79000,3,77,1
"3677",34,1162,8,8,12,4,28,14,361,4,272,2,32,12,1240229,702670,537559,89295,6,10,240,265,-25,-1.6,-1.8,-3.4,-7.4,4,1,1,79000,3,77,1
"3678",34,1325,8,1,6,4,9,7,323,3,166,2,32,6,1260275,716999,543276,90138,10,6,359,293,66,4.1,1.9,6,2.6,3.4,2,1,79000,3,77,1
"3679",34,4271,8,1,27,2,38,16,437,1,384,2,32,25,1206654,626432,580222,79124,8,7,396,383,13,0.8,1.2,2,3.3,-1.3,1,1,79000,3,77,1
"3680",21,1053,10,1,14,5,27,24,402,2,446,3,20,14,1108210,550048,558162,68756,14,2,437,260,177,11.1,1.8,12.8,6.4,6.5,2,2,65878,1,77,1
"3681",19,684,11,12,28,4,30,3,413,0,144,2,18,26,1144504,585523,558981,73138,9,7,378,301,77,4.8,1.2,6.1,1.7,4.4,1,1,65326,3,77,1
"3682",19,1549,11,16,33,3,24,10,322,2,234,3,18,31,1107797,575256,532541,72001,9,7,318,317,1,0.1,-0.8,-0.8,-1.1,0.3,1,1,65326,3,77,1
"3683",19,1784,11,14,21,4,21,0,315,0,189,3,18,20,1119255,585973,533282,74033,6,10,260,283,-23,-1.4,2.1,0.7,-3.3,4,1,1,65326,3,77,1
"3684",19,2230,11,8,4,4,25,16,358,1,339,4,18,4,1067965,523919,544046,65011,11,5,345,317,28,1.8,-2.3,-0.5,-2.4,1.8,2,1,65326,3,77,1
"3685",19,3012,11,7,10,4,18,15,308,1,267,1,18,10,1064381,487089,577292,63800,6,10,329,313,16,1,-0.1,0.9,-2.2,3.2,1,1,65326,3,77,1
"3686",19,3206,11,2,25,4,35,13,452,0,396,1,18,23,1005117,459033,546084,54245,7,9,288,317,-29,-1.8,-0.8,-2.6,-5.5,2.9,1,1,65326,3,77,1
"3687",19,3370,11,13,21,4,23,16,321,1,277,1,18,20,1005117,459033,546084,72114,7,9,288,317,-29,-1.8,-0.8,-2.6,-5.5,2.9,1,1,65326,3,77,1
"3688",19,4197,11,14,23,2,31,24,429,1,363,1,18,22,1093320,537548,555772,65408,6,10,310,389,-79,-4.9,-1.9,-6.8,-4.7,-2.2,1,1,65326,3,77,1
"3689",19,4654,11,9,25,4,27,24,379,2,395,1,18,23,1051161,541022,510139,65139,6,10,281,393,-112,-7,0.7,-6.3,-3.9,-2.4,1,1,65326,3,77,1
"3690",19,5289,11,16,7,4,38,35,502,1,430,1,18,7,1067487,504540,562947,60968,5,11,306,494,-188,-11.8,0.2,-11.6,-2.4,-9.1,1,1,65326,3,77,1
"3691",4,2959,12,3,21,4,34,31,448,2,495,4,4,20,1032609,490443,542166,68174,6,10,372,434,-62,-3.9,0.5,-3.4,1.2,-4.5,1,1,71608,2,77,1
"3692",26,1604,15,2,23,4,30,24,404,1,451,1,24,22,1109173,553794,555379,69241,10,6,398,328,70,4.4,-1,3.4,3.2,0.2,2,1,67594,3,77,1
"3693",26,4593,15,5,1,4,34,7,419,1,307,1,24,1,1117141,556768,560373,69596,13,3,457,295,162,10.1,-0.7,9.4,7,2.5,2,2,67594,3,77,1
"3694",26,4866,15,5,20,4,23,21,375,1,364,2,24,19,1149737,557568,592169,69696,9,7,367,348,19,1.2,0.5,1.7,0,1.8,2,1,67594,3,77,1
"3695",14,1854,16,1,22,5,41,10,452,1,293,3,14,21,1009598,458437,551161,57361,13,3,450,262,188,11.8,0.3,12,6.6,5.4,2,1,67000,1,77,1
"3696",3,1334,18,1,14,4,24,7,340,0,401,4,3,14,1097015,563076,533939,70501,6,10,265,299,-34,-2.1,0.3,-1.8,-3.5,1.7,1,1,71008,1,77,1
"3697",3,2924,18,1,27,4,35,7,385,0,312,7,3,25,1083902,569792,514110,71434,12,4,378,266,112,7,-0.9,6.1,2.6,3.5,2,1,71008,1,77,1
"3698",3,3237,18,4,8,5,23,16,438,1,357,2,3,8,1109404,570229,539175,70944,10,6,398,344,54,3.4,-0.5,2.9,1.9,1,2,2,71008,1,77,1
"3699",2,824,19,3,32,4,31,10,316,1,136,5,2,30,1106928,563676,543252,70871,5,11,299,422,-123,-7.7,0.3,-7.4,-2,-5.4,1,1,71000,1,77,1
"3700",2,1335,19,1,26,2,14,10,319,3,301,3,2,24,1104620,565106,539514,70806,8,8,351,341,10,0.6,-1.9,-1.2,1.1,-2.3,1,1,71000,1,77,1
"3701",2,2397,19,1,19,4,19,7,281,0,259,4,2,18,1126660,545389,581271,67606,9,7,363,325,38,2.4,2.7,5,2.7,2.3,1,1,71000,1,77,1
"3702",23,3189,20,1,9,7,24,17,433,1,269,1,22,9,1229929,643964,585965,82287,9,7,429,344,85,5.3,0.9,6.2,4,2.2,1,1,82500,2,77,1
"3703",23,4281,20,2,22,4,16,13,417,3,288,0,22,21,1217320,630315,587005,77727,11,5,310,284,26,1.6,0.5,2.1,-3.2,5.4,2,1,82500,2,77,1
"3704",33,655,21,10,13,4,17,10,251,2,233,3,31,13,1050989,550437,500552,68804,11,5,367,324,43,2.7,-0.9,1.8,1.6,0.1,2,1,69143,3,77,1
"3705",33,2174,21,4,20,4,30,17,275,1,333,4,31,19,1088061,553144,534917,69143,13,3,375,234,141,8.8,0.1,8.9,1.5,7.5,2,1,69143,3,77,1
"3706",33,5130,21,5,4,4,14,7,313,1,252,0,31,4,1047496,516074,531422,66910,9,7,402,331,71,4.4,-1,3.4,1.8,1.7,2,1,69143,3,77,1
"3707",33,5159,21,7,17,4,23,20,403,1,365,1,31,17,1047496,516074,531422,62431,9,7,402,331,71,4.4,-1,3.4,1.8,1.7,2,1,69143,3,77,1
"3708",13,2553,22,12,14,4,35,27,342,2,396,3,13,14,1049850,564864,484986,70990,9,7,388,333,55,3.4,-1.5,2,2.7,-0.7,1,1,71795,3,77,1
"3709",13,4824,22,3,23,4,27,22,379,0,427,2,13,22,1112480,574439,538041,71838,11,5,402,316,86,5.4,-1.5,3.8,2.4,1.4,2,1,71795,3,77,1
"3710",7,1369,23,4,13,4,16,10,371,0,254,1,7,13,1069357,526469,542888,65714,11,5,421,350,71,4.4,-0.6,3.8,6.5,-2.7,2,1,65515,1,77,1
"3711",7,3762,23,3,33,4,33,7,300,1,326,2,7,31,1025166,485628,539538,56743,10,5,365,344,21,1.3,-0.6,0.7,-0.5,1.3,2,1,65515,1,77,1
"3712",7,5076,23,2,29,4,41,17,571,1,316,1,7,27,907640,377432,530208,50666,2,14,279,420,-141,-8.8,1.5,-7.3,-4.4,-2.9,1,1,65515,1,77,1
"3713",28,3218,24,2,33,4,38,10,416,1,212,1,26,31,1022066,479716,542350,60804,7,9,350,350,0,0,-2.3,-2.3,-2,-0.4,1,1,70561,2,77,1
"3714",32,636,25,9,20,4,38,24,446,0,387,3,30,19,1044920,525031,519889,65667,12,4,346,196,150,9.4,-0.6,8.8,-1,9.8,2,2,65890,3,77,1
"3715",32,1198,25,11,29,4,35,3,352,2,197,2,30,27,1046074,522720,523354,65234,5,11,301,304,-3,-0.2,-2.5,-2.7,-4,1.3,1,1,65890,3,77,1
"3716",32,2967,25,3,2,4,16,13,295,2,325,3,30,2,1019250,473281,545969,46995,4,12,287,494,-207,-12.9,2.3,-10.6,-4,-6.6,1,1,65890,3,77,1
"3717",32,3101,25,13,5,4,38,19,385,0,285,1,30,5,1019250,473281,545969,56270,4,12,287,494,-207,-12.9,2.3,-10.6,-4,-6.6,1,1,65890,3,77,1
"3718",32,3282,25,7,22,4,35,28,458,1,513,0,30,21,1004457,440819,563638,58906,7,9,389,394,-5,-0.3,0.3,0,1.3,-1.3,1,1,65890,3,77,1
"3719",32,3835,25,8,20,4,19,13,332,0,225,2,30,19,1023818,477273,546545,56577,2,14,277,410,-133,-8.3,-1.5,-9.8,-6.5,-3.3,1,1,65890,3,77,1
"3720",32,4377,25,9,2,5,43,28,461,1,396,2,30,2,1054600,484998,569602,57797,9,7,354,369,-15,-0.9,0.7,-0.2,-1.5,1.3,1,1,65890,3,77,1
"3721",32,4460,25,14,22,4,16,11,270,0,294,3,30,21,1054600,484998,569602,62140,9,7,354,369,-15,-0.9,0.7,-0.2,-1.5,1.3,1,1,65890,3,77,1
"3722",32,4664,25,10,24,4,15,10,271,1,275,2,30,22,1036961,479618,557343,57911,5,11,335,382,-47,-2.9,1.7,-1.3,0.4,-1.7,1,1,65890,3,77,1
"3723",32,5032,25,17,2,4,34,32,489,1,433,1,30,2,999843,434855,564988,52884,5,11,396,464,-68,-4.3,1.7,-2.6,2,-4.6,1,1,65890,3,77,1
"3724",32,5257,25,14,14,4,38,35,542,4,309,1,30,14,949068,415189,533879,50232,7,9,458,449,9,0.6,-0.2,0.4,4.9,-4.5,1,1,65890,3,77,1
"3725",18,4283,26,2,30,4,9,3,283,0,306,1,17,28,1198268,665318,532950,91046,4,12,224,394,-170,-10.6,-0.5,-11.1,-9.5,-1.6,1,1,70000,2,77,1
"3726",17,4800,26,1,16,4,38,28,362,0,541,2,17,16,803556,262145,541411,25351,12,4,428,329,99,6.2,-0.2,6,3,2.9,2,1,70000,2,77,1
"3727",18,5144,26,6,29,4,20,7,331,2,157,1,17,27,1147715,582325,565390,75695,9,7,394,364,30,1.9,2,3.9,2.2,1.7,1,1,70000,2,77,1
"3728",22,628,28,8,2,4,37,35,446,2,351,3,21,2,1068183,542796,525387,67883,9,7,432,388,44,2.8,-0.3,2.4,5.8,-3.3,1,1,74295,2,77,1
"3729",15,2589,30,14,19,4,14,10,354,3,217,0,15,18,951161,397214,553947,60457,7,9,290,380,-90,-5.6,-0.9,-6.5,-3.8,-2.6,1,1,67264,3,77,1
"3730",15,2986,30,5,7,4,30,20,239,1,296,2,15,7,1049655,498655,551000,61799,5,11,243,329,-86,-5.4,-0.3,-5.6,-7.1,1.4,1,1,67264,3,77,1
"3731",15,3995,30,1,5,4,20,9,263,1,265,3,15,5,1056511,514268,542243,60733,5,11,376,448,-72,-4.5,-3,-7.5,-0.7,-6.9,1,1,67264,3,77,1
"3732",15,4645,30,9,7,4,23,7,408,1,148,0,15,7,1049568,514427,535141,60720,10,6,417,268,149,9.3,-2.8,6.5,3,3.6,2,1,67264,3,77,1
"3733",15,4973,30,13,14,4,6,0,211,1,265,2,15,14,1109899,552589,557310,67030,5,11,245,316,-71,-4.4,0.4,-4,-8.1,4,1,1,67264,3,77,1
"3734",15,5239,30,13,32,4,28,11,315,1,242,4,15,30,1014675,504686,509989,62633,6,10,300,397,-97,-6.1,-0.6,-6.7,-4.6,-2.1,1,1,67264,3,77,1
"3735",1,1153,31,7,30,4,25,17,316,2,257,4,1,28,838557,300267,538290,35695,6,10,284,322,-38,-2.4,-2.5,-4.9,-5.1,0.2,1,1,63400,3,77,1
"3736",1,1727,31,10,9,4,27,10,434,0,295,3,1,9,1041022,508829,532193,63926,5,11,314,389,-75,-4.7,-2.2,-6.9,-2.6,-4.3,1,1,63400,3,77,1
"3737",13,4053,22,5,14,5,27,20,323,0,444,2,13,14,1098814,574159,524655,71732,9,7,339,313,26,1.6,-2.4,-0.8,-3.3,2.6,2,1,71795,3,77.36,1
